Gene_acc,Gene_id,srank,Intensity,FDR,Desc
651,sp|Q91YQ5|RPN1_MOUSE,-1.167994,9.28916515264989,0.985,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
652,sp|Q5ND52|MRM3_MOUSE,-1.166104,6.916780204855366,0.985,"rRNA methyltransferase 3, mitochondrial"
653,sp|Q8VDD5|MYH9_MOUSE,1.165018,8.744230377604058,0.985,Myosin-9
654,sp|P27641|XRCC5_MOUSE,-1.163035,6.689610717638639,0.985,X-ray repair cross-complementing protein 5
655,tr|Q80V76|Q80V76_MOUSE,-1.159023,7.481499957323179,0.985,none
656,sp|Q9DBJ1|PGAM1_MOUSE,1.155626,7.900350739876231,0.985,Phosphoglycerate mutase 1
657,sp|Q8VBZ3|CLPT1_MOUSE,1.153728,7.608622295084001,0.985,Cleft lip and palate transmembrane protein 1 homolog
658,sp|Q9CR57|RL14_MOUSE,1.151414,8.894875189123796,0.985,60S ribosomal protein L14
659,sp|P53690|MMP14_MOUSE,-1.149908,8.408511314575225,0.985,Matrix metalloproteinase-14
660,sp|Q61070|EI24_MOUSE,-1.148869,7.858398826871144,0.985,Etoposide-induced protein 2.4
661,tr|F7B6X4|F7B6X4_MOUSE,-1.147593,7.462442922590674,0.985,tr|F7B6X4|F7B6X4_MOUSE Ataxin-2 (Fragment)
662,sp|Q8K4X7|PLCD_MOUSE,-1.147318,7.648691704785602,0.985,1-acyl-sn-glycerol-3-phosphate acyltransferase delta
663,sp|Q04692|SMRCD_MOUSE,-1.144275,6.061979947074878,0.985,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1
664,sp|Q9CR68|UCRI_MOUSE,-1.142325,8.520745471519483,0.985,"Cytochrome b-c1 complex subunit Rieske, mitochondrial"
665,tr|B0QZX9|B0QZX9_MOUSE,1.141215,6.6610929962917425,0.985,tr|B0QZX9|B0QZX9_MOUSE Dephospho-CoA kinase domain-containing protein (Fragment)
666,sp|Q8BJS4|SUN2_MOUSE,-1.138684,7.30031281793437,0.985,SUN domain-containing protein 2
667,tr|J3QMX2|J3QMX2_MOUSE,1.1386690000000002,6.902476112385178,0.985,tr|J3QMX2|J3QMX2_MOUSE Transportin-1 (Fragment)
668,tr|Q8C3V4|Q8C3V4_MOUSE,-1.1373,8.40121092640631,0.985,none
669,sp|P62869|ELOB_MOUSE,-1.133122,8.17638069224327,0.985,Elongin-B
670,sp|Q62312|TGFR2_MOUSE,1.129944,6.6754392030514795,0.985,TGF-beta receptor type-2
671,sp|Q9D517|PLCC_MOUSE,-1.129457,8.023046584075505,0.985,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma
672,sp|Q80X73|PELO_MOUSE,-1.125958,6.700444101027752,0.985,Protein pelota homolog
673,tr|A0A0G2JG10|A0A0G2JG10_MOUSE,-1.124659,7.422524181905646,0.985,tr|A0A0G2JG10|A0A0G2JG10_MOUSE Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15
674,sp|P43275|H11_MOUSE,-1.123532,8.182443185957242,0.985,Histone H1.1
675,sp|Q3THK7|GUAA_MOUSE,-1.119278,7.0870356648056605,0.985,GMP synthase [glutamine-hydrolyzing]
676,sp|P46471|PRS7_MOUSE,1.118693,8.026655813877044,0.985,26S proteasome regulatory subunit 7
677,sp|P10605|CATB_MOUSE,1.117198,8.398200507219428,0.985,Cathepsin B
678,sp|Q5F285|TM256_MOUSE,1.116582,8.01678271248684,0.985,Transmembrane protein 256
679,sp|Q99KV1|DJB11_MOUSE,-1.112811,9.075546961392531,0.985,DnaJ homolog subfamily B member 11
680,sp|P27773|PDIA3_MOUSE,1.109279,8.032940937780854,0.985,Protein disulfide-isomerase A3
681,sp|Q8BGZ2|F168A_MOUSE,-1.10742,7.9338768645229125,0.985,Protein FAM168A
682,sp|P70453|PDE7A_MOUSE,-1.1068440000000002,7.343487370238302,0.985,"High affinity cAMP-specific 3,5-cyclic phosphodiesterase 7A"
683,sp|Q8VH51|RBM39_MOUSE,-1.103508,8.405363437876971,0.985,RNA-binding protein 39
684,tr|Q6NZL1|Q6NZL1_MOUSE,1.103385,6.887476638154133,0.985,none
685,sp|Q8BKX1|BAIP2_MOUSE,-1.102232,9.145196406114183,0.985,Brain-specific angiogenesis inhibitor 1-associated protein 2
686,sp|Q9CQC7|NDUB4_MOUSE,-1.100459,7.977408055741174,0.985,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4
687,sp|Q3UQN2|FCHO2_MOUSE,1.099726,6.678563900184949,0.985,F-BAR domain only protein 2
688,sp|Q6ZWY8|TYB10_MOUSE,1.099391,7.259498314030925,0.985,Thymosin beta-10
689,sp|Q8C3F2|F120C_MOUSE,-1.0924969999999998,7.500250200730158,0.985,Constitutive coactivator of PPAR-gamma-like protein 2
690,tr|A0A0J9YV01|A0A0J9YV01_MOUSE,-1.0923379999999998,5.936237193840012,0.985,tr|A0A0J9YV01|A0A0J9YV01_MOUSE Zinc finger E-box-binding homeobox 2
691,sp|Q9D6R2|IDH3A_MOUSE,-1.0910799999999998,7.7845103103729665,0.985,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"
692,sp|Q61235|SNTB2_MOUSE,1.090928,7.92551835817743,0.985,Beta-2-syntrophin
693,sp|P35980|RL18_MOUSE,1.0893700000000002,9.07649480500972,0.985,60S ribosomal protein L18
694,sp|Q62311|TAF6_MOUSE,-1.089083,5.594381499484654,0.985,Transcription initiation factor TFIID subunit 6
695,sp|Q8BKZ9|ODPX_MOUSE,-1.086931,8.036549054479153,0.985,"Pyruvate dehydrogenase protein X component, mitochondrial"
696,sp|O35382|EXOC4_MOUSE,1.085494,7.706581243946291,0.985,Exocyst complex component 4
697,tr|A0A0R4J0H8|A0A0R4J0H8_MOUSE,1.080967,7.029018329546481,0.985,tr|A0A0R4J0H8|A0A0R4J0H8_MOUSE Fibronectin type III domain-containing protein 3B
698,sp|P62264|RS14_MOUSE,1.078715,8.863739107345218,0.985,40S ribosomal protein S14
699,sp|Q11011|PSA_MOUSE,-1.07702,8.466051625699341,0.985,Puromycin-sensitive aminopeptidase
700,sp|O09106|HDAC1_MOUSE,-1.07658,8.843226547142523,0.985,Histone deacetylase 1
701,sp|Q2HXL6|EDEM3_MOUSE,1.074969,6.5972233473121555,0.985,ER degradation-enhancing alpha-mannosidase-like protein 3
702,sp|Q8VEE4|RFA1_MOUSE,-1.07004,7.436862045376661,0.985,Replication protein A 70 kDa DNA-binding subunit
703,sp|P62627|DLRB1_MOUSE,-1.069851,8.085825533520744,0.985,Dynein light chain roadblock-type 1
704,sp|P10649|GSTM1_MOUSE,1.068861,7.3795955549810985,0.985,Glutathione S-transferase Mu 1
705,tr|A0A087WQN7|A0A087WQN7_MOUSE,-1.067609,8.114711040558362,0.985,tr|A0A087WQN7|A0A087WQN7_MOUSE 5-3 exoribonuclease 1
706,tr|Q6ZWQ9|Q6ZWQ9_MOUSE,1.065714,7.774677515521204,0.985,"tr|Q6ZWQ9|Q6ZWQ9_MOUSE Myosin, light chain 12A, regulatory, non-sarcomeric"
707,sp|Q9CPQ3|TOM22_MOUSE,-1.058412,8.002295682554934,0.985,Mitochondrial import receptor subunit TOM22 homolog
708,sp|Q91VD9|NDUS1_MOUSE,-1.057104,8.475729284034756,0.985,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"
709,sp|Q9Z1Z0|USO1_MOUSE,1.054859,7.43695733066945,0.985,General vesicular transport factor p115
710,sp|Q3UDR8|YIPF3_MOUSE,-1.052292,7.985345625806566,0.985,Protein YIPF3
711,sp|Q9CX30|YIF1B_MOUSE,-1.05226,8.092439911331141,0.985,Protein YIF1B
712,sp|Q6ZQK0|CNDD3_MOUSE,-1.048145,7.4755840301848115,0.985,Condensin-2 complex subunit D3
713,sp|Q9JM96|BORG4_MOUSE,1.045156,7.108125094738599,0.985,Cdc42 effector protein 4
714,sp|P00375|DYR_MOUSE,-1.042538,7.786339640715839,0.985,Dihydrofolate reductase
715,tr|Q8K0M3|Q8K0M3_MOUSE,-1.042455,8.176843384503739,0.985,tr|Q8K0M3|Q8K0M3_MOUSE Sorbs3 protein
716,sp|Q8BKN5|GCP5_MOUSE,-1.040016,5.445806515579578,0.985,Gamma-tubulin complex component 5
717,sp|Q8BHE8|MAIP1_MOUSE,-1.034035,8.045987605660967,0.985,"m-AAA protease-interacting protein 1, mitochondrial"
718,sp|Q3V009|TMED1_MOUSE,-1.032073,8.737701407714631,0.985,Transmembrane emp24 domain-containing protein 1
719,sp|Q9JKR6|HYOU1_MOUSE,1.02947,6.887088173971904,0.985,Hypoxia up-regulated protein 1
720,sp|Q9Z2I8|SUCB2_MOUSE,-1.027958,7.484271360086347,0.985,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial"
721,sp|Q7TPV4|MBB1A_MOUSE,1.027199,8.54734388818062,0.985,Myb-binding protein 1A
722,tr|E9Q3G8|E9Q3G8_MOUSE,-1.023854,8.675650050095353,0.985,none
723,sp|Q03963|E2AK2_MOUSE,1.023357,6.836722774548262,0.985,"Interferon-induced, double-stranded RNA-activated protein kinase"
724,sp|P47740|AL3A2_MOUSE,1.020333,6.494738828059336,0.985,Aldehyde dehydrogenase family 3 member A2
725,sp|Q8BS95|GPHR_MOUSE,1.017332,6.162116141062368,0.985,Golgi pH regulator
726,tr|A0A1N9PTV1|A0A1N9PTV1_MOUSE,-1.010442,7.894310523178677,0.985,tr|A0A1N9PTV1|A0A1N9PTV1_MOUSE Probable fibrosin-1
727,tr|A0A0R4J268|A0A0R4J268_MOUSE,1.008455,6.951968584492911,0.985,tr|A0A0R4J268|A0A0R4J268_MOUSE Oncostatin-M-specific receptor subunit beta
728,sp|Q99M87|DNJA3_MOUSE,-1.00631,9.024403562682966,0.985,"DnaJ homolog subfamily A member 3, mitochondrial"
729,tr|Q99PA7|Q99PA7_MOUSE,1.001969,8.259283216189964,0.985,none
730,sp|P62192|PRS4_MOUSE,1.00183,7.983968897333761,0.985,26S proteasome regulatory subunit 4
731,tr|Q3TF41|Q3TF41_MOUSE,1.001682,7.739983503368378,0.985,tr|Q3TF41|Q3TF41_MOUSE Nucleosome assembly protein 1-like 1
732,sp|Q9D023|MPC2_MOUSE,-0.999182,8.119156874690304,0.985,Mitochondrial pyruvate carrier 2
733,sp|Q6ZWN5|RS9_MOUSE,0.998597,8.828556787683482,0.985,40S ribosomal protein S9
734,sp|Q5SXA9|KIBRA_MOUSE,0.996905,6.493360445762301,0.985,Protein KIBRA
735,tr|G3UWD2|G3UWD2_MOUSE,-0.995936,8.401021229208666,0.985,tr|G3UWD2|G3UWD2_MOUSE Runt-related transcription factor
736,sp|Q8JZQ9|EIF3B_MOUSE,0.994067,7.635986111800833,0.985,Eukaryotic translation initiation factor 3 subunit B
737,sp|Q9JI39|ABCBA_MOUSE,-0.991998,8.363047594521094,0.985,"ATP-binding cassette sub-family B member 10, mitochondrial"
738,sp|Q9CY27|TECR_MOUSE,-0.985906,9.468834530432751,0.985,Very-long-chain enoyl-CoA reductase
739,tr|A0A0R4J0V5|A0A0R4J0V5_MOUSE,-0.985463,6.801952234854282,0.985,tr|A0A0R4J0V5|A0A0R4J0V5_MOUSE DNA-directed RNA polymerase subunit
740,sp|Q8K4F6|NSUN5_MOUSE,-0.984787,8.020692678682028,0.985,28S rRNA (cytosine-C(5))-methyltransferase
741,tr|A0A0R4J0E4|A0A0R4J0E4_MOUSE,-0.979542,8.456259724266472,0.985,tr|A0A0R4J0E4|A0A0R4J0E4_MOUSE Integrator complex subunit 7
742,sp|Q1HFZ0|NSUN2_MOUSE,-0.977884,7.978919695166815,0.985,RNA cytosine C(5)-methyltransferase NSUN2
743,sp|P20664|PRI1_MOUSE,0.977432,6.95943255838829,0.985,DNA primase small subunit
744,sp|Q922F4|TBB6_MOUSE,-0.975161,9.845203498726107,0.985,Tubulin beta-6 chain
745,sp|P62196|PRS8_MOUSE,0.974894,7.882427764314004,0.985,26S proteasome regulatory subunit 8
746,sp|P11688|ITA5_MOUSE,0.966699,6.681042140108105,0.985,Integrin alpha-5
747,sp|P59326|YTHD1_MOUSE,-0.966356,8.308201460651077,0.985,YTH domain-containing family protein 1
748,sp|Q9ESW4|AGK_MOUSE,-0.965291,7.695516698826566,0.985,"Acylglycerol kinase, mitochondrial"
749,tr|G3XA17|G3XA17_MOUSE,-0.964697,7.881612872478349,0.985,tr|G3XA17|G3XA17_MOUSE Eukaryotic translation initiation factor 4 gamma 2
750,tr|A0A338P7C0|A0A338P7C0_MOUSE,-0.964511,7.262308674749025,0.985,tr|A0A338P7C0|A0A338P7C0_MOUSE Proteasome subunit beta type-1
751,tr|J9RV59|J9RV59_MOUSE,0.958827,6.9649569591305065,0.985,tr|J9RV59|J9RV59_MOUSE Anion exchange protein
752,sp|Q8C4J7|TBL3_MOUSE,-0.958097,7.148571808932157,0.985,Transducin beta-like protein 3
753,sp|Q80U93|NU214_MOUSE,-0.957831,9.709193613438504,0.985,Nuclear pore complex protein Nup214
754,sp|P43247|MSH2_MOUSE,-0.956241,9.273718712686195,0.985,DNA mismatch repair protein Msh2
755,sp|Q8BUJ9|LRP12_MOUSE,0.956236,6.52270499273475,0.985,Low-density lipoprotein receptor-related protein 12
756,sp|Q04750|TOP1_MOUSE,-0.95556,8.508691286860763,0.985,DNA topoisomerase 1
757,sp|P06151|LDHA_MOUSE,0.954898,8.509121840939676,0.985,L-lactate dehydrogenase A chain
758,sp|Q8CH18|CCAR1_MOUSE,0.951101,6.525226265324221,0.985,Cell division cycle and apoptosis regulator protein 1
759,tr|A0A494BA39|A0A494BA39_MOUSE,0.949237,7.412830002562326,0.985,none
760,tr|D3Z158|D3Z158_MOUSE,0.948557,6.858759701445819,0.985,tr|D3Z158|D3Z158_MOUSE Glutaminyl-tRNA synthetase
761,sp|Q0P678|ZCH18_MOUSE,-0.945418,7.655368972452062,0.985,Zinc finger CCCH domain-containing protein 18
762,sp|Q8K0U4|HS12A_MOUSE,-0.945192,8.026247181477773,0.985,Heat shock 70 kDa protein 12A
763,sp|Q91YI6|GLD2_MOUSE,-0.94456,7.570706353293846,0.985,Poly(A) RNA polymerase GLD2
764,tr|A0A0R4J260|A0A0R4J260_MOUSE,-0.9439,8.217983753176437,0.985,tr|A0A0R4J260|A0A0R4J260_MOUSE OTU domain-containing protein 4
765,sp|P59110|SENP1_MOUSE,0.943515,6.474667812101673,0.985,Sentrin-specific protease 1
766,sp|Q8BKE6|CP20A_MOUSE,-0.943312,8.54435334413586,0.985,Cytochrome P450 20A1
767,sp|Q8R570|SNP47_MOUSE,-0.941006,9.459874769298969,0.985,Synaptosomal-associated protein 47
768,tr|A0A087WP33|A0A087WP33_MOUSE,0.938534,6.533110838105354,0.985,none
769,sp|Q61990|PCBP2_MOUSE,-0.93796,9.369067355277766,0.985,Poly(rC)-binding protein 2
770,tr|A0A2R8VKL5|A0A2R8VKL5_MOUSE,-0.936564,8.070370390367003,0.985,none
771,sp|O35387|HAX1_MOUSE,-0.935771,8.38419206967064,0.985,HCLS1-associated protein X-1
772,sp|A6H8H2|DEN4C_MOUSE,0.933611,6.999348069206722,0.985,DENN domain-containing protein 4C
773,sp|P51150|RAB7A_MOUSE,0.933229,7.772446401762366,0.985,Ras-related protein Rab-7a
774,sp|P49718|MCM5_MOUSE,-0.928777,9.646609550673046,0.985,DNA replication licensing factor MCM5
775,tr|Q6DFZ1|Q6DFZ1_MOUSE,-0.923452,7.390952760991794,0.985,none
776,sp|P63085|MK01_MOUSE,0.921202,5.760949951410898,0.985,Mitogen-activated protein kinase 1
777,sp|Q8VHE0|SEC63_MOUSE,-0.918118,8.719372725319896,0.985,Translocation protein SEC63 homolog
778,sp|Q7TSC1|PRC2A_MOUSE,-0.91765,8.996769895517062,0.985,Protein PRRC2A
779,sp|Q8K0D0|CDK17_MOUSE,0.91554,8.078638038369673,0.985,Cyclin-dependent kinase 17
780,tr|E9Q605|E9Q605_MOUSE,0.914481,6.648584419803506,0.985,tr|E9Q605|E9Q605_MOUSE Inhibitor of nuclear factor kappa-B kinase subunit alpha
781,sp|Q4VBD2|TAPT1_MOUSE,0.914157,7.8583085613538275,0.985,Transmembrane anterior posterior transformation protein 1
782,tr|A0A0G2JDW7|A0A0G2JDW7_MOUSE,0.913877,8.158905021187543,0.985,tr|A0A0G2JDW7|A0A0G2JDW7_MOUSE 40S ribosomal protein S27 (Fragment)
783,sp|Q8R2Y3|DOLK_MOUSE,0.91215,6.428329210721689,0.985,Dolichol kinase
784,sp|Q8C570|RAE1L_MOUSE,-0.910743,9.249736304568833,0.985,mRNA export factor
785,sp|Q8VHR5|P66B_MOUSE,0.908803,6.751533138145537,0.985,Transcriptional repressor p66-beta
786,tr|Q80ZX0|Q80ZX0_MOUSE,0.908122,8.24039946573864,0.985,none
787,sp|Q67FY2|BCL9L_MOUSE,-0.906083,8.400727897737122,0.985,B-cell CLL/lymphoma 9-like protein
788,sp|E9Q4Z2|ACACB_MOUSE,-0.90469,9.553166699496046,0.985,Acetyl-CoA carboxylase 2
789,tr|S4R238|S4R238_MOUSE,-0.903515,8.025510672852581,0.985,none
790,sp|Q8CGP2|H2B1P_MOUSE,-0.902276,10.04793651613808,0.985,Histone H2B type 1-P
791,sp|Q61026|NCOA2_MOUSE,-0.9008,8.922091974376926,0.985,Nuclear receptor coactivator 2
792,tr|E9Q804|E9Q804_MOUSE,-0.89999,8.999313272060546,0.985,tr|E9Q804|E9Q804_MOUSE Ankyrin repeat domain-containing protein 17
793,tr|H3BKM0|H3BKM0_MOUSE,0.899977,8.699664320202373,0.985,tr|H3BKM0|H3BKM0_MOUSE AP complex subunit beta
794,sp|P26645|MARCS_MOUSE,0.899487,8.29238899830193,0.985,Myristoylated alanine-rich C-kinase substrate
795,sp|Q60598|SRC8_MOUSE,0.899018,8.099715162351023,0.985,Src substrate cortactin
796,sp|Q3TC46|PATL1_MOUSE,-0.89733,7.355585600061131,0.985,Protein PAT1 homolog 1
797,tr|A0A0U1RNJ1|A0A0U1RNJ1_MOUSE,0.896754,8.520627618619297,0.985,tr|A0A0U1RNJ1|A0A0U1RNJ1_MOUSE Fatty acid synthase
798,sp|O70551|SRPK1_MOUSE,0.8961889999999999,6.472405362408922,0.985,SRSF protein kinase 1
799,tr|Q5SU48|Q5SU48_MOUSE,-0.8935350000000001,8.91067242005226,0.985,tr|Q5SU48|Q5SU48_MOUSE Cytoplasmic polyadenylation element-binding protein 4
800,sp|P70699|LYAG_MOUSE,-0.8914920000000001,9.004063300397666,0.985,Lysosomal alpha-glucosidase
801,sp|Q9CW03|SMC3_MOUSE,-0.890698,8.034468022755043,0.985,Structural maintenance of chromosomes protein 3
802,sp|Q8BGC4|PTGR3_MOUSE,-0.8897719999999999,7.672596548147715,0.985,Prostaglandin reductase-3
803,sp|Q9QWT9|KIFC1_MOUSE,0.889532,6.780533325316404,0.985,Kinesin-like protein KIFC1
804,sp|P23242|CXA1_MOUSE,0.885151,8.322157248233077,0.985,Gap junction alpha-1 protein
805,sp|P70677|CASP3_MOUSE,-0.8851370000000001,7.4436384311664545,0.985,Caspase-3
806,sp|P12970|RL7A_MOUSE,0.88497,8.998555743525529,0.985,60S ribosomal protein L7a
807,sp|P11499|HS90B_MOUSE,0.8840809999999999,9.772196975870633,0.985,Heat shock protein HSP 90-beta
808,sp|P31938|MP2K1_MOUSE,0.882978,6.3646260289550405,0.985,Dual specificity mitogen-activated protein kinase kinase 1
809,sp|Q9DBG7|SRPRA_MOUSE,0.88231,8.449940988773337,0.985,Signal recognition particle receptor subunit alpha
810,sp|P09405|NUCL_MOUSE,0.881663,9.209112703738592,0.985,Nucleolin
811,sp|O70126|AURKB_MOUSE,0.8805950000000001,7.8793195667295,0.985,Aurora kinase B
812,sp|Q9CQU3|RER1_MOUSE,0.880308,8.157184682201612,0.985,Protein RER1
813,sp|Q9CSH3|RRP44_MOUSE,-0.880191,7.925234716231713,0.985,Exosome complex exonuclease RRP44
814,sp|Q9ESL4|M3K20_MOUSE,-0.878403,7.27795284703881,0.985,Mitogen-activated protein kinase kinase kinase 20
815,sp|Q91VC3|IF4A3_MOUSE,0.877698,8.14245204006634,0.985,Eukaryotic initiation factor 4A-III
816,sp|Q99J09|MEP50_MOUSE,0.877517,8.168821463009824,0.985,Methylosome protein 50
817,sp|Q8R480|NUP85_MOUSE,0.8765270000000001,6.6527296960692475,0.985,Nuclear pore complex protein Nup85
818,sp|Q9CX34|SGT1_MOUSE,0.876083,7.388598471825765,0.985,Protein SGT1 homolog
819,sp|Q62186|SSRD_MOUSE,-0.8747719999999999,9.30011701828987,0.985,Translocon-associated protein subunit delta
820,tr|E9QA74|E9QA74_MOUSE,0.874398,6.09715314984596,0.985,none
821,sp|Q9WU78|PDC6I_MOUSE,0.87339,7.937563024202634,0.985,Programmed cell death 6-interacting protein
822,sp|Q8CIM8|INT4_MOUSE,-0.8730899999999999,7.946118063779264,0.985,Integrator complex subunit 4
823,tr|Q921K2|Q921K2_MOUSE,-0.872656,9.31045964365906,0.985,tr|Q921K2|Q921K2_MOUSE Poly [ADP-ribose] polymerase
824,tr|A0A1B0GSX7|A0A1B0GSX7_MOUSE,-0.8723190000000001,9.528003465383692,0.985,tr|A0A1B0GSX7|A0A1B0GSX7_MOUSE Nuclear pore complex protein Nup98-Nup96
825,sp|Q9DC70|NDUS7_MOUSE,0.869841,7.947933412156095,0.985,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial"
826,sp|P42125|ECI1_MOUSE,-0.8698290000000001,8.55838452837503,0.985,"Enoyl-CoA delta isomerase 1, mitochondrial"
827,sp|Q61398|PCOC1_MOUSE,-0.8677229999999999,9.239324509787798,0.985,Procollagen C-endopeptidase enhancer 1
828,sp|Q8K409|DPOLB_MOUSE,-0.86645,7.258086284327979,0.985,DNA polymerase beta
829,sp|Q8BUE4|FSP1_MOUSE,-0.864899,7.005866601875385,0.985,Ferroptosis suppressor protein 1
830,sp|Q8BKI2|TNR6B_MOUSE,-0.8629209999999999,9.71983656475877,0.985,Trinucleotide repeat-containing gene 6B protein
831,sp|Q5SF07|IF2B2_MOUSE,-0.862309,8.881595760459517,0.985,Insulin-like growth factor 2 mRNA-binding protein 2
832,sp|P27659|RL3_MOUSE,0.8604280000000001,9.06774020292624,0.985,60S ribosomal protein L3
833,sp|P61089|UBE2N_MOUSE,-0.858776,8.994136709173123,0.985,Ubiquitin-conjugating enzyme E2 N
834,sp|Q99L43|CDS2_MOUSE,-0.855193,7.966507794308685,0.985,Phosphatidate cytidylyltransferase 2
835,tr|F8VPL2|F8VPL2_MOUSE,-0.854873,8.376996450740673,0.985,tr|F8VPL2|F8VPL2_MOUSE Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha
836,sp|P36916|GNL1_MOUSE,0.8536889999999999,5.9222426402871635,0.985,Guanine nucleotide-binding protein-like 1
837,sp|Q3TWI9|CSCL2_MOUSE,0.845685,6.062995401186467,0.985,CSC1-like protein 2
838,sp|G3X9J0|SI1L3_MOUSE,0.845095,6.6762636739237,0.985,Signal-induced proliferation-associated 1-like protein 3
839,sp|Q60952|CP250_MOUSE,0.8417389999999999,6.337339439388419,0.985,Centrosome-associated protein CEP250
840,sp|Q8CF89|TAB1_MOUSE,-0.840046,8.673647461842938,0.985,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1
841,sp|P47963|RL13_MOUSE,0.839982,9.064869625059806,0.985,60S ribosomal protein L13
842,sp|Q9CY50|SSRA_MOUSE,-0.839349,8.30306639792351,0.985,Translocon-associated protein subunit alpha
843,sp|P16460|ASSY_MOUSE,-0.8389629999999999,8.464608760852755,0.985,Argininosuccinate synthase
844,sp|O08901|BUB1_MOUSE,-0.8367899999999999,6.842896178508545,0.985,Mitotic checkpoint serine/threonine-protein kinase BUB1
845,sp|P35979|RL12_MOUSE,0.8343940000000001,8.816539567799847,0.985,60S ribosomal protein L12
846,sp|Q99MN9|PCCB_MOUSE,-0.833025,10.510370721280115,0.985,"Propionyl-CoA carboxylase beta chain, mitochondrial"
847,tr|A0A571BET4|A0A571BET4_MOUSE,0.8301229999999999,5.371824907328892,0.985,tr|A0A571BET4|A0A571BET4_MOUSE SH3 domain-containing protein 19
848,sp|Q8VDZ4|ZDHC5_MOUSE,0.828218,7.363273436690459,0.985,Palmitoyltransferase ZDHHC5
849,tr|A2AFQ2|A2AFQ2_MOUSE,-0.827626,9.376467457249595,0.985,none
850,sp|Q8BTI8|SRRM2_MOUSE,0.8271120000000001,8.252998580156891,0.985,Serine/arginine repetitive matrix protein 2
851,sp|Q9QYE6|GOGA5_MOUSE,0.8263209999999999,5.391129260417903,0.985,Golgin subfamily A member 5
852,sp|Q9JKX6|NUDT5_MOUSE,-0.825284,8.634769388600004,0.985,ADP-sugar pyrophosphatase
853,tr|Q3U3K9|Q3U3K9_MOUSE,-0.8228850000000001,7.926177753987389,0.985,tr|Q3U3K9|Q3U3K9_MOUSE Ancient ubiquitous protein 1
854,sp|Q9QYJ0|DNJA2_MOUSE,-0.817752,8.59817746746525,0.985,DnaJ homolog subfamily A member 2
855,tr|E9Q8Z8|E9Q8Z8_MOUSE,-0.814022,8.247752382497469,0.985,tr|E9Q8Z8|E9Q8Z8_MOUSE Catenin delta-1
856,tr|S4R1L5|S4R1L5_MOUSE,-0.81308,9.298918543005097,0.985,tr|S4R1L5|S4R1L5_MOUSE Baculoviral IAP repeat-containing protein 6
857,sp|Q99KL7|RAB28_MOUSE,0.812725,7.104998949299634,0.985,Ras-related protein Rab-28
858,sp|P97465|DOK1_MOUSE,0.810925,7.999252370345149,0.985,Docking protein 1
859,sp|Q9D8E6|RL4_MOUSE,0.810876,9.064682566228512,0.985,60S ribosomal protein L4
860,sp|Q9CZU4|ERAL1_MOUSE,-0.808269,7.835316346446344,0.985,"GTPase Era, mitochondrial"
861,sp|Q91W92|BORG5_MOUSE,0.807225,8.771602177569363,0.985,Cdc42 effector protein 1
862,sp|P47911|RL6_MOUSE,0.8059430000000001,9.016155511951455,0.985,60S ribosomal protein L6
863,sp|Q99J95|CDK9_MOUSE,-0.802986,6.984387776640438,0.985,Cyclin-dependent kinase 9
864,sp|P14115|RL27A_MOUSE,-0.8014720000000001,8.810783440045975,0.985,60S ribosomal protein L27a
865,sp|P35550|FBRL_MOUSE,0.7998109999999999,8.259331024917653,0.985,rRNA 2-O-methyltransferase fibrillarin
866,sp|Q05D44|IF2P_MOUSE,0.799322,7.0739381906352525,0.985,Eukaryotic translation initiation factor 5B
867,sp|O35454|CLCN6_MOUSE,-0.799297,7.345941960917179,0.985,Chloride transport protein 6
868,sp|P62830|RL23_MOUSE,-0.7973859999999999,9.352549100916226,0.985,60S ribosomal protein L23
869,sp|Q8VDN2|AT1A1_MOUSE,0.797211,8.618215503279417,0.985,Sodium/potassium-transporting ATPase subunit alpha-1
870,sp|Q5FWI3|CEIP2_MOUSE,0.7953359999999999,5.495904943594359,0.985,Cell surface hyaluronidase
871,sp|Q9ERU9|RBP2_MOUSE,-0.7924180000000001,8.32576188531923,0.985,E3 SUMO-protein ligase RanBP2
872,sp|P70245|EBP_MOUSE,-0.790031,8.486600479306201,0.985,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase"
873,sp|Q99J27|ACATN_MOUSE,-0.787284,8.641384862742322,0.985,Acetyl-coenzyme A transporter 1
874,sp|P68368|TBA4A_MOUSE,-0.784177,8.901283914694545,0.985,Tubulin alpha-4A chain
875,sp|Q8R0G9|NU133_MOUSE,0.783217,7.664764162441131,0.985,Nuclear pore complex protein Nup133
876,tr|A0A1D5RLD1|A0A1D5RLD1_MOUSE,-0.780183,7.291213400273596,0.985,none
